Time_s,Position_X,Position_Y,Position_Z
0,0.000522716518705149,0.500504555638796,-0.000435668314426529
0.01001001001001,0.0319499106127381,0.498699117865942,0.00197671027491757
0.02002002002002,0.0624315757413171,0.495257391232252,0.00422287090059408
0.03003003003003,0.0941270617468646,0.490765311891722,0.00633296231232751
0.04004004004004,0.124561679341759,0.484322398043121,0.00758480464211255
0.0500500500500501,0.155639771266841,0.474912066454101,0.00915013993221017
0.0600600600600601,0.184088376760148,0.465447726574359,0.0114260580544402
0.0700700700700701,0.212921701168914,0.45224533930972,0.0136844138447674
0.0800800800800801,0.241526844516069,0.437946539600535,0.0161900037667177
0.0900900900900901,0.268492130190633,0.421945350146966,0.0177807520060701
0.1001001001001,0.293943277167779,0.404065389082137,0.0206168695955238
0.11011011011011,0.318771167624093,0.384607935298111,0.0213766285210133
0.12012012012012,0.342767094296076,0.364896002509489,0.0242700927560641
0.13013013013013,0.365393369148878,0.341334798160223,0.0256677909149338
0.14014014014014,0.386112627413264,0.318663049021054,0.0282136243951244
0.15015015015015,0.40561067682893,0.294270471033441,0.0301631991816881
0.16016016016016,0.422831079234446,0.267044117756224,0.0316973964457529
0.17017017017017,0.437999853690145,0.239770027270778,0.0336705508205442
0.18018018018018,0.452875307650572,0.212993200067351,0.0357620158323008
0.19019019019019,0.465059444243096,0.182955721087717,0.0379668736548403
0.2002002002002,0.476262920454055,0.153575791992598,0.0407182410369857
0.21021021021021,0.48402467631525,0.123814495277005,0.0423089298056455
0.22022022022022,0.491526622597931,0.0918106724025683,0.0431914365285945
0.23023023023023,0.495891124427217,0.0614560826458569,0.0463588368905242
0.24024024024024,0.499039448744836,0.0316179546587551,0.0485566368608746
0.25025025025025,0.500458516222951,-0.0014811755516481,0.0495031046647677
0.26026026026026,0.499246615925442,-0.0331412064345289,0.0515762846383344
0.27027027027027,0.496746138598305,-0.0623879594424827,0.0547613401333109
0.28028028028028,0.491137932425088,-0.0949952929179968,0.0556434972494748
0.29029029029029,0.48395899688866,-0.124844155819895,0.0568182337599413
0.3003003003003,0.475120342920888,-0.154485202608187,0.060296781375241
0.31031031031031,0.465174700875875,-0.184944055896457,0.0616611047914914
0.32032032032032,0.452699165819164,-0.213936641630629,0.0640394332311286
0.33033033033033,0.438202162066607,-0.241936903366684,0.0659898889334665
0.34034034034034,0.421195814355545,-0.269240184466475,0.0675260682626561
0.35035035035035,0.404179556026794,-0.294384974708851,0.0701436128499999
0.36036036036036,0.38437232586089,-0.320027762279846,0.0719630913496846
0.37037037037037,0.363437868210017,-0.342595162454538,0.0740022261974894
0.38038038038038,0.342043643631497,-0.365026584625502,0.0767094242956377
0.39039039039039,0.317281961618355,-0.386002568131144,0.0775553884936754
0.4004004004004,0.293748873538044,-0.405017032992667,0.0799695561480551
0.41041041041041,0.266529717176405,-0.422978976941625,0.0818909413020792
0.42042042042042,0.238605105696751,-0.438481744576363,0.0844032549235783
0.43043043043043,0.21197360941159,-0.451588256715374,0.0863147579195441
0.44044044044044,0.183398843058006,-0.465735667014411,0.0886526123386583
