Time_s,Position_X,Position_Y,Position_Z
0,0,0.5,0
0.01001001001001,0.031426645022241,0.499011388630206,0.002002002002002
0.02002002002002,0.062729015090148,0.496049463930584,0.004004004004004
0.03003003003003,0.0937833266879186,0.491125938670874,0.00600600600600601
0.04004004004004,0.124466777233446,0.48426028266328,0.00800800800800801
0.0500500500500501,0.154658030694434,0.475479645770163,0.01001001001001
0.0600600600600601,0.184237697405125,0.464818750541389,0.012012012012012
0.0700700700700701,0.213088806186218,0.452319754905899,0.014014014014014
0.0800800800800801,0.241097266901024,0.438032085460479,0.016016016016016
0.0900900900900901,0.268152321618691,0.422012242014975,0.018018018018018
0.1001001001001,0.294146982600403,0.404323574166877,0.02002002002002
0.11011011011011,0.318978455376556,0.385036030788791,0.022022022022022
0.12012012012012,0.34254854524189,0.36422588341943,0.024024024024024
0.13013013013013,0.364764045561094,0.341975424651983,0.026026026026026
0.14014014014014,0.385537106349362,0.31837264271253,0.028028028028028
0.15015015015015,0.404785581670372,0.293510873515409,0.03003003003003
0.16016016016016,0.422433354477909,0.267488431571426,0.032032032032032
0.17017017017017,0.438410637616577,0.240408221208482,0.034034034034034
0.18018018018018,0.452654249791298,0.212377329642024,0.036036036036036
0.19019019019019,0.465107865414302,0.183506603504483,0.038038038038038
0.2002002002002,0.475722237341588,0.153910210508314,0.04004004004004
0.21021021021021,0.484455391618075,0.123705187976001,0.042042042042042
0.22022022022022,0.491272793461314,0.093010980022346,0.0440440440440441
0.23023023023023,0.496147483827407,0.0619489652192276,0.046046046046046
0.24024024024024,0.499060186019073,0.0306419766106582,0.048048048048048
0.25025025025025,0.499999381914299,-0.000786184023792318,0.0500500500500501
0.26026026026026,0.498961357514122,-0.0322112357363841,0.0520520520520521
0.27027027027027,0.495950217629438,-0.0635089098734394,0.0540540540540541
0.28028028028028,0.490977869648753,-0.0945554414889582,0.0560560560560561
0.29029029029029,0.484063976451059,-0.125228058766349,0.0580580580580581
0.3003003003003,0.475235878650056,-0.155405468512886,0.0600600600600601
0.31031031031031,0.464528486477181,-0.184968335807022,0.0620620620620621
0.32032032032032,0.451984141731008,-0.213799755901834,0.0640640640640641
0.33033033033033,0.437652450338907,-0.241785716518472,0.0660660660660661
