Time_s,Error_mm
0,0.0511382998980516
0.01001001001001,0.0248610621680289
0.02002002002002,0.0270345623016638
0.03003003003003,0.0420591382584017
0.04004004004004,0.0377030365591912
0.0500500500500501,0.0197862207658615
0.0600600600600601,0.0284522316363817
0.0700700700700701,0.055325795302931
0.0800800800800801,0.016138517313089
0.0900900900900901,0.0148621835003339
0.1001001001001,0.0160964250247226
0.11011011011011,0.031028044442788
0.12012012012012,0.0303523935172081
0.13013013013013,0.015308497056149
0.14014014014014,0.0193038068764988
0.15015015015015,0.0280357375160902
0.16016016016016,0.0299191922003371
0.17017017017017,0.0466818314080953
0.18018018018018,0.014348325654422
0.19019019019019,0.0568116120153346
0.2002002002002,0.0208183551842876
0.21021021021021,0.0321730315002735
0.22022022022022,0.0252591219037001
0.23023023023023,0.0205024645441888
0.24024024024024,0.0407459399087236
0.25025025025025,0.0264758477819634
0.26026026026026,0.0366546141251772
0.27027027027027,0.02018055568245
0.28028028028028,0.0280496041007727
0.29029029029029,0.0294651877583008
0.3003003003003,0.0440569951406843
0.31031031031031,0.0382795015129576
0.32032032032032,0.0444403654271918
0.33033033033033,0.0416475815316646
0.34034034034034,0.00718851810844944
0.35035035035035,0.0355593821112402
0.36036036036036,0.0355994730294645
0.37037037037037,0.0227580927883537
0.38038038038038,0.0224702616670922
0.39039039039039,0.0514189146231575
0.4004004004004,0.0315948875889969
0.41041041041041,0.0214492393723956
0.42042042042042,0.0535498261386462
0.43043043043043,0.059088236714304
0.44044044044044,0.0210190434519095
0.45045045045045,0.0174448373952172
0.46046046046046,0.0313303217916451
0.47047047047047,0.049811152738505
0.48048048048048,0.0455797656633736
0.49049049049049,0.0200340440430108
0.500500500500501,0.0424164693330613
0.510510510510511,0.030714438398689
0.520520520520521,0.0598395461088116
0.530530530530531,0.0373435913870454
0.540540540540541,0.0259732421413678
0.550550550550551,0.0417772357366692
0.560560560560561,0.0352878197300521
0.570570570570571,0.0115914756383607
0.580580580580581,0.0445523315677833
0.590590590590591,0.0201625153939595
0.600600600600601,0.031190281424165
0.610610610610611,0.0292262514468148
0.620620620620621,0.0477198178002999
0.630630630630631,0.015376289178809
0.640640640640641,0.0188590898246868
0.650650650650651,0.0343962037409921
0.660660660660661,0.0926145475348509
0.670670670670671,0.0175036464760201
0.680680680680681,0.0522473418053491
0.690690690690691,0.0349305291843729
0.700700700700701,0.0289434644793263
0.710710710710711,0.0288512225185243
0.720720720720721,0.0199058698537823
0.730730730730731,0.0170459074448835
0.740740740740741,0.0256495237780366
0.750750750750751,0.0173389229429479
0.760760760760761,0.0376063137559986
0.770770770770771,0.0478559586503697
0.780780780780781,0.0331067777736595
0.790790790790791,0.0473186610952896
0.800800800800801,0.041638236567104
0.810810810810811,0.0246972804128047
0.820820820820821,0.0272143447529607
0.830830830830831,0.0499794621318663
0.840840840840841,0.0363244067221696
0.850850850850851,0.0279384653723335
0.860860860860861,0.0245957438065956
0.870870870870871,0.0301308745035357
0.880880880880881,0.0310909442109274
0.890890890890891,0.0299900423420844
0.900900900900901,0.0380848466715462
0.910910910910911,0.0560037413480072
0.920920920920921,0.0320790727069445
0.930930930930931,0.0542790870579167
0.940940940940941,0.0155417392464118
0.950950950950951,0.0307171716881135
0.960960960960961,0.0376224402518783
0.970970970970971,0.0341674331951952
0.980980980980981,0.0483850705929311
0.990990990990991,0.0219212754530285
1.001001001001,0.0146785637270459
1.01101101101101,0.0218836080405103
1.02102102102102,0.0464885272547593
1.03103103103103,0.047131265421286
1.04104104104104,0.0373826630267755
1.05105105105105,0.0369210046544031
1.06106106106106,0.0212417841315072
1.07107107107107,0.0411564876550614
1.08108108108108,0.0282838961864343
1.09109109109109,0.0234515508209437
1.1011011011011,0.0335708244922516
1.11111111111111,0.0311457341790174
1.12112112112112,0.0321637419608302
1.13113113113113,0.0550655688444482
1.14114114114114,0.0390059414738581
1.15115115115115,0.0237355983973612
1.16116116116116,0.0338303970305394
1.17117117117117,0.0444233353629648
1.18118118118118,0.0294824611875722
1.19119119119119,0.03169917191264
1.2012012012012,0.0239764773353627
1.21121121121121,0.0363110709679831
