Time_s,Position_X,Position_Y,Position_Z
0,0.000107191903194095,0.499915781875333,0.00028525198072133
0.01001001001001,0.0313453002336295,0.498903423822227,0.00198767235225446
0.02002002002002,0.0625493088531783,0.496104746756077,0.00433783176617947
0.03003003003003,0.0939740232966121,0.491513717715347,0.00625895110704512
0.04004004004004,0.1244952086335,0.484169609549448,0.00825679269663395
0.0500500500500501,0.154163826010313,0.475554642816455,0.0102421590110603
0.0600600600600601,0.184124531307292,0.464834209126303,0.0120600696380024
0.0700700700700701,0.213232024681649,0.452219688498753,0.014095613057206
0.0800800800800801,0.241303854584182,0.437798326855849,0.0158040012839519
0.0900900900900901,0.267831639891574,0.421859223496181,0.0179868684645693
0.1001001001001,0.294100804288407,0.404384149028649,0.0202918488527862
0.11011011011011,0.318652561487674,0.384800521017221,0.0217750592110538
0.12012012012012,0.342774485134365,0.364046421598001,0.0238393468781882
0.13013013013013,0.364724881398801,0.342061314304453,0.0262604785363798
0.14014014014014,0.385672488814044,0.318222606299722,0.0279119253036957
0.15015015015015,0.404722315196784,0.293579650552667,0.030068076668728
0.16016016016016,0.422232786043719,0.267412784643642,0.032037364509018
0.17017017017017,0.438421414855857,0.240375520781318,0.0339093716306319
0.18018018018018,0.452685581483538,0.212299916994576,0.0360556789013458
0.19019019019019,0.464947517599386,0.183463482322041,0.0379266977802639
0.2002002002002,0.475701602237203,0.154041832156592,0.0402179694592132
0.21021021021021,0.484789149622884,0.123822358268718,0.0420688788243769
0.22022022022022,0.491438536977108,0.0928901810377116,0.0441608973076592
0.23023023023023,0.496068298802296,0.0619775465211473,0.0460625753688662
0.24024024024024,0.499228553539993,0.030645374787883,0.0479568383666672
0.25025025025025,0.499889664288391,-0.000729162196943792,0.050369762332084
0.26026026026026,0.498987192028302,-0.0320658638247271,0.05193037407128
0.27027027027027,0.495342836342451,-0.0634835043619283,0.0539949236903764
0.28028028028028,0.490795585196746,-0.0946044111748126,0.0559978445437072
0.29029029029029,0.483986766487707,-0.125085763396104,0.0580506092633189
0.3003003003003,0.475121140542029,-0.155458413658693,0.0597795982241748
0.31031031031031,0.464507999303996,-0.18513925537485,0.0618130329048993
0.32032032032032,0.451891758787381,-0.213589598646453,0.0640887402078119
0.33033033033033,0.43758334480008,-0.241642695426763,0.0658364971534794
0.34034034034034,0.421683475406281,-0.269069269081261,0.0680685990503604
0.35035035035035,0.403773553327147,-0.294653144071964,0.0699045709065885
0.36036036036036,0.384428422829793,-0.319376612968503,0.0721434264466265
0.37037037037037,0.363665519754378,-0.342726560780271,0.0739120903805653
0.38038038038038,0.341335113772532,-0.365532891667101,0.0760524211670107
0.39039039039039,0.317923592949122,-0.386138561231445,0.0778684322266711
0.4004004004004,0.292905658794067,-0.405352404257274,0.0799300233460609
0.41041041041041,0.266981433802645,-0.423061227279159,0.0820971691462211
0.42042042042042,0.239897525298577,-0.438933650924083,0.0838610827072438
0.43043043043043,0.211474010393913,-0.453005763518403,0.0858760074738007
0.44044044044044,0.182573948378957,-0.465238063512884,0.0881054092415262
0.45045045045045,0.152964031412037,-0.475983394767866,0.0901867327204179
0.46046046046046,0.123134340046593,-0.4846329884624,0.0921112673142193
0.47047047047047,0.0922429817384387,-0.491446800438888,0.0941219236787612
0.48048048048048,0.0613438252043452,-0.49634912544286,0.0959636351331583
0.49049049049049,0.0297904801702418,-0.499398208244678,0.0980065267774412
0.500500500500501,-0.0015307253402984,-0.499897479453528,0.10005104476711
0.510510510510511,-0.0331590353421083,-0.499306167331329,0.102159637663993
0.520520520520521,-0.0643989052578648,-0.496107454843704,0.10406258513885
0.530530530530531,-0.0951241598688659,-0.491011847037537,0.106142797790641
0.540540540540541,-0.126028302012109,-0.484017848388832,0.108000523821071
0.550550550550551,-0.155956255263526,-0.474794665586091,0.110176577266123
0.560560560560561,-0.186029459573563,-0.464547935371629,0.112139368929755
0.570570570570571,-0.214309470612069,-0.45184472585937,0.114401802152505
0.580580580580581,-0.242576645373931,-0.437432178529342,0.116136535534222
0.590590590590591,-0.269429126680708,-0.421215738589056,0.11832487193192
0.600600600600601,-0.295389550536973,-0.403298775995831,0.120275163911615
0.610610610610611,-0.320295925739194,-0.38394540800453,0.122220431401888
0.620620620620621,-0.34342091501563,-0.363393622594822,0.123846282605247
0.630630630630631,-0.365925354174957,-0.341059508419634,0.126261248577691
0.640640640640641,-0.386579028680076,-0.316970239499267,0.128578533396341
0.650650650650651,-0.405832459801153,-0.292350349556515,0.130161375761908
